,hpo_id,hpo_term,ddd_freq,metamap_freq,identifier
108,HP:0000153,abnormality of the mouth,1.0,,"MED13L,INTELLECTUAL DISABILITY"
109,HP:0009046,difficulty running,1.0,,"MED13L,INTELLECTUAL DISABILITY"
110,HP:0006989,dysplastic corpus callosum,1.0,,"MED13L,INTELLECTUAL DISABILITY"
111,HP:0005684,distal arthrogryposis,1.0,,"MED13L,INTELLECTUAL DISABILITY"
112,HP:0001530,mild postnatal growth retardation,1.0,,"MED13L,INTELLECTUAL DISABILITY"
113,HP:0000455,broad nasal tip,1.0,5.0,"MED13L,INTELLECTUAL DISABILITY"
114,HP:0000054,micropenis,1.0,,"MED13L,INTELLECTUAL DISABILITY"
115,HP:0001332,dystonia,1.0,,"MED13L,INTELLECTUAL DISABILITY"
116,HP:0000407,sensorineural hearing impairment,1.0,,"MED13L,INTELLECTUAL DISABILITY"
117,HP:0000444,convex nasal ridge,1.0,,"MED13L,INTELLECTUAL DISABILITY"
118,HP:0001252,muscular hypotonia,1.0,26.0,"MED13L,INTELLECTUAL DISABILITY"
119,HP:0002058,myopathic facies,1.0,,"MED13L,INTELLECTUAL DISABILITY"
120,HP:0000175,cleft palate,1.0,3.0,"MED13L,INTELLECTUAL DISABILITY"
121,HP:0001773,short foot,1.0,,"MED13L,INTELLECTUAL DISABILITY"
122,HP:0011398,central hypotonia,1.0,,"MED13L,INTELLECTUAL DISABILITY"
123,HP:0008619,bilateral sensorineural hearing impairment,1.0,,"MED13L,INTELLECTUAL DISABILITY"
124,HP:0000574,thick eyebrow,1.0,,"MED13L,INTELLECTUAL DISABILITY"
125,HP:0000729,autistic behavior,1.0,1.0,"MED13L,INTELLECTUAL DISABILITY"
126,HP:0000411,protruding ear,1.0,,"MED13L,INTELLECTUAL DISABILITY"
127,HP:0000365,hearing impairment,1.0,4.0,"MED13L,INTELLECTUAL DISABILITY"
128,HP:0001388,joint laxity,1.0,,"MED13L,INTELLECTUAL DISABILITY"
129,HP:0100490,camptodactyly of finger,1.0,,"MED13L,INTELLECTUAL DISABILITY"
130,HP:0000708,behavioral abnormality,1.0,,"MED13L,INTELLECTUAL DISABILITY"
131,HP:0001374,congenital hip dislocation,1.0,,"MED13L,INTELLECTUAL DISABILITY"
132,HP:0000960,sacral dimple,1.0,,"MED13L,INTELLECTUAL DISABILITY"
133,HP:0001629,ventricular septal defect,1.0,3.0,"MED13L,INTELLECTUAL DISABILITY"
134,HP:0000286,epicanthus,1.0,,"MED13L,INTELLECTUAL DISABILITY"
135,HP:0002205,recurrent respiratory infections,1.0,1.0,"MED13L,INTELLECTUAL DISABILITY"
136,HP:0001290,generalized hypotonia,1.0,2.0,"MED13L,INTELLECTUAL DISABILITY"
137,HP:0100543,cognitive impairment,1.0,1.0,"MED13L,INTELLECTUAL DISABILITY"
138,HP:0000954,single transverse palmar crease,1.0,1.0,"MED13L,INTELLECTUAL DISABILITY"
139,HP:0000278,retrognathia,1.0,,"MED13L,INTELLECTUAL DISABILITY"
140,HP:0004691,2-3 toe syndactyly,1.0,,"MED13L,INTELLECTUAL DISABILITY"
141,HP:0001780,abnormality of toe,1.0,,"MED13L,INTELLECTUAL DISABILITY"
142,HP:0001182,tapered finger,1.0,2.0,"MED13L,INTELLECTUAL DISABILITY"
143,HP:0008935,generalized neonatal hypotonia,1.0,,"MED13L,INTELLECTUAL DISABILITY"
144,HP:0000369,low-set ears,1.0,10.0,"MED13L,INTELLECTUAL DISABILITY"
145,HP:0004322,short stature,1.0,1.0,"MED13L,INTELLECTUAL DISABILITY"
146,HP:0011451,congenital microcephaly,1.0,,"MED13L,INTELLECTUAL DISABILITY"
147,HP:0001510,growth delay,1.0,1.0,"MED13L,INTELLECTUAL DISABILITY"
148,HP:0000280,coarse facial features,1.0,,"MED13L,INTELLECTUAL DISABILITY"
149,HP:0000403,recurrent otitis media,1.0,,"MED13L,INTELLECTUAL DISABILITY"
150,HP:0000445,wide nose,1.0,,"MED13L,INTELLECTUAL DISABILITY"
151,HP:0000484,hyperopic astigmatism,1.0,,"MED13L,INTELLECTUAL DISABILITY"
152,HP:0000430,underdeveloped nasal alae,1.0,,"MED13L,INTELLECTUAL DISABILITY"
153,HP:0007687,unilateral ptosis,1.0,,"MED13L,INTELLECTUAL DISABILITY"
154,HP:0002648,abnormality of calvarial morphology,1.0,,"MED13L,INTELLECTUAL DISABILITY"
155,HP:0000276,long face,1.0,,"MED13L,INTELLECTUAL DISABILITY"
156,HP:0001601,laryngomalacia,1.0,,"MED13L,INTELLECTUAL DISABILITY"
157,HP:0000366,abnormality of the nose,1.0,,"MED13L,INTELLECTUAL DISABILITY"
158,HP:0000256,macrocephaly,1.0,7.0,"MED13L,INTELLECTUAL DISABILITY"
159,HP:0002607,bowel incontinence,1.0,,"MED13L,INTELLECTUAL DISABILITY"
160,HP:0001141,severely reduced visual acuity,1.0,,"MED13L,INTELLECTUAL DISABILITY"
161,HP:0000821,hypothyroidism,1.0,,"MED13L,INTELLECTUAL DISABILITY"
162,HP:0009890,high anterior hairline,1.0,1.0,"MED13L,INTELLECTUAL DISABILITY"
163,HP:0001007,hirsutism,1.0,3.0,"MED13L,INTELLECTUAL DISABILITY"
164,HP:0000664,synophrys,1.0,2.0,"MED13L,INTELLECTUAL DISABILITY"
165,HP:0004425,flat forehead,1.0,,"MED13L,INTELLECTUAL DISABILITY"
166,HP:0000076,vesicoureteral reflux,1.0,,"MED13L,INTELLECTUAL DISABILITY"
167,HP:0000316,hypertelorism,1.0,3.0,"MED13L,INTELLECTUAL DISABILITY"
168,HP:0010720,abnormal hair pattern,1.0,,"MED13L,INTELLECTUAL DISABILITY"
169,HP:0000185,cleft soft palate,1.0,,"MED13L,INTELLECTUAL DISABILITY"
170,HP:0000176,submucous cleft hard palate,1.0,,"MED13L,INTELLECTUAL DISABILITY"
171,HP:0000363,abnormality of earlobe,1.0,,"MED13L,INTELLECTUAL DISABILITY"
172,HP:0000483,astigmatism,1.0,2.0,"MED13L,INTELLECTUAL DISABILITY"
173,HP:0003502,mild short stature,1.0,,"MED13L,INTELLECTUAL DISABILITY"
174,HP:0100023,recurrent hand flapping,1.0,,"MED13L,INTELLECTUAL DISABILITY"
175,HP:0000556,retinal dystrophy,1.0,,"MED13L,INTELLECTUAL DISABILITY"
176,HP:0008738,partially duplicated kidney,1.0,,"MED13L,INTELLECTUAL DISABILITY"
177,HP:0008075,progressive pes cavus,1.0,,"MED13L,INTELLECTUAL DISABILITY"
178,HP:0004324,increased body weight,1.0,1.0,"MED13L,INTELLECTUAL DISABILITY"
179,HP:0001636,tetralogy of fallot,1.0,3.0,"MED13L,INTELLECTUAL DISABILITY"
180,HP:0011342,mild global developmental delay,1.0,,"MED13L,INTELLECTUAL DISABILITY"
181,HP:0001537,umbilical hernia,1.0,,"MED13L,INTELLECTUAL DISABILITY"
182,HP:0005406,recurrent bacterial skin infections,1.0,,"MED13L,INTELLECTUAL DISABILITY"
183,HP:0030680,abnormality of cardiovascular system morphology,,36.0,"MED13L,INTELLECTUAL DISABILITY"
184,HP:0000271,abnormality of the face,,23.0,"MED13L,INTELLECTUAL DISABILITY"
185,HP:0001669,transposition of the great arteries,,16.0,"MED13L,INTELLECTUAL DISABILITY"
186,HP:0005280,depressed nasal bridge,,14.0,"MED13L,INTELLECTUAL DISABILITY"
187,HP:0000201,pierre-robin sequence,,13.0,"MED13L,INTELLECTUAL DISABILITY"
188,HP:0010867,dyssynergia,,10.0,"MED13L,INTELLECTUAL DISABILITY"
189,HP:0000337,broad forehead,,9.0,"MED13L,INTELLECTUAL DISABILITY"
190,HP:0011228,horizontal eyebrow,,9.0,"MED13L,INTELLECTUAL DISABILITY"
191,HP:0000194,open mouth,,9.0,"MED13L,INTELLECTUAL DISABILITY"
192,HP:0000431,wide nasal bridge,,9.0,"MED13L,INTELLECTUAL DISABILITY"
193,HP:0002002,deep philtrum,,8.0,"MED13L,INTELLECTUAL DISABILITY"
194,HP:0003764,nevus,,8.0,"MED13L,INTELLECTUAL DISABILITY"
195,HP:0001270,motor delay,,7.0,"MED13L,INTELLECTUAL DISABILITY"
196,HP:0001655,patent foramen ovale,,7.0,"MED13L,INTELLECTUAL DISABILITY"
197,HP:0011800,midface retrusion,,6.0,"MED13L,INTELLECTUAL DISABILITY"
198,HP:0001627,abnormal heart morphology,,5.0,"MED13L,INTELLECTUAL DISABILITY"
199,HP:0000348,high forehead,,5.0,"MED13L,INTELLECTUAL DISABILITY"
200,HP:0002007,frontal bossing,,5.0,"MED13L,INTELLECTUAL DISABILITY"
201,HP:0000527,long eyelashes,,5.0,"MED13L,INTELLECTUAL DISABILITY"
202,HP:0002263,exaggerated cupid's bow,,4.0,"MED13L,INTELLECTUAL DISABILITY"
203,HP:0000311,round face,,4.0,"MED13L,INTELLECTUAL DISABILITY"
204,HP:0002167,neurological speech impairment,,4.0,"MED13L,INTELLECTUAL DISABILITY"
205,HP:0001493,falciform retinal fold,,4.0,"MED13L,INTELLECTUAL DISABILITY"
206,HP:0000358,posteriorly rotated ears,,4.0,"MED13L,INTELLECTUAL DISABILITY"
207,HP:0011968,feeding difficulties,,4.0,"MED13L,INTELLECTUAL DISABILITY"
208,HP:0001762,talipes equinovarus,,4.0,"MED13L,INTELLECTUAL DISABILITY"
209,HP:0000233,thin vermilion border,,4.0,"MED13L,INTELLECTUAL DISABILITY"
210,HP:0000565,esotropia,,4.0,"MED13L,INTELLECTUAL DISABILITY"
211,HP:0001272,cerebellar atrophy,,4.0,"MED13L,INTELLECTUAL DISABILITY"
212,HP:0011410,caesarian section,,3.0,"MED13L,INTELLECTUAL DISABILITY"
213,HP:0002172,postural instability,,3.0,"MED13L,INTELLECTUAL DISABILITY"
214,HP:0001710,conotruncal defect,,3.0,"MED13L,INTELLECTUAL DISABILITY"
215,HP:0000272,malar flattening,,3.0,"MED13L,INTELLECTUAL DISABILITY"
216,HP:0000322,short philtrum,,3.0,"MED13L,INTELLECTUAL DISABILITY"
217,HP:0000637,long palpebral fissure,,3.0,"MED13L,INTELLECTUAL DISABILITY"
218,HP:0000218,high palate,,3.0,"MED13L,INTELLECTUAL DISABILITY"
219,HP:0030080,burkitt lymphoma,,3.0,"MED13L,INTELLECTUAL DISABILITY"
220,HP:0000162,glossoptosis,,3.0,"MED13L,INTELLECTUAL DISABILITY"
221,HP:0001256,"intellectual disability, mild",,3.0,"MED13L,INTELLECTUAL DISABILITY"
222,HP:0001363,craniosynostosis,,2.5,"MED13L,INTELLECTUAL DISABILITY"
223,HP:0005458,premature closure of fontanelles,,2.5,"MED13L,INTELLECTUAL DISABILITY"
224,HP:0000293,full cheeks,,2.0,"MED13L,INTELLECTUAL DISABILITY"
225,HP:0008936,muscular hypotonia of the trunk,,2.0,"MED13L,INTELLECTUAL DISABILITY"
226,HP:0004392,prune belly,,2.0,"MED13L,INTELLECTUAL DISABILITY"
227,HP:0010621,cutaneous syndactyly of toes,,2.0,"MED13L,INTELLECTUAL DISABILITY"
228,HP:0011874,heparin-induced thrombocytopenia,,2.0,"MED13L,INTELLECTUAL DISABILITY"
229,HP:0002373,febrile seizures,,2.0,"MED13L,INTELLECTUAL DISABILITY"
230,HP:0012471,thick vermilion border,,2.0,"MED13L,INTELLECTUAL DISABILITY"
231,HP:0000308,microretrognathia,,2.0,"MED13L,INTELLECTUAL DISABILITY"
232,HP:0001169,broad palm,,2.0,"MED13L,INTELLECTUAL DISABILITY"
233,HP:0001852,sandal gap,,2.0,"MED13L,INTELLECTUAL DISABILITY"
234,HP:0009778,short thumb,,2.0,"MED13L,INTELLECTUAL DISABILITY"
235,HP:0012745,short palpebral fissure,,2.0,"MED13L,INTELLECTUAL DISABILITY"
236,HP:0012743,abdominal obesity,,2.0,"MED13L,INTELLECTUAL DISABILITY"
237,HP:0006055,ulnar deviated club hands,,2.0,"MED13L,INTELLECTUAL DISABILITY"
238,HP:0002664,neoplasm,,2.0,"MED13L,INTELLECTUAL DISABILITY"
239,HP:0006919,"abnormal aggressive, impulsive or violent behavior",,2.0,"MED13L,INTELLECTUAL DISABILITY"
240,HP:0000325,triangular face,,2.0,"MED13L,INTELLECTUAL DISABILITY"
241,HP:0002311,incoordination,,2.0,"MED13L,INTELLECTUAL DISABILITY"
242,HP:0000713,agitation,,2.0,"MED13L,INTELLECTUAL DISABILITY"
243,HP:0002236,frontal upsweep of hair,,2.0,"MED13L,INTELLECTUAL DISABILITY"
244,HP:0000687,widely spaced teeth,,2.0,"MED13L,INTELLECTUAL DISABILITY"
245,HP:0002804,arthrogryposis multiplex congenita,,2.0,"MED13L,INTELLECTUAL DISABILITY"
246,HP:0002967,cubitus valgus,,2.0,"MED13L,INTELLECTUAL DISABILITY"
247,HP:0001631,atrial septal defect,,2.0,"MED13L,INTELLECTUAL DISABILITY"
248,HP:0002463,language impairment,,2.0,"MED13L,INTELLECTUAL DISABILITY"
249,HP:0006721,acute lymphoblastic leukemia,,2.0,"MED13L,INTELLECTUAL DISABILITY"
250,HP:0002066,gait ataxia,,2.0,"MED13L,INTELLECTUAL DISABILITY"
251,HP:0000297,facial hypotonia,,2.0,"MED13L,INTELLECTUAL DISABILITY"
252,HP:0001836,camptodactyly of toe,,2.0,"MED13L,INTELLECTUAL DISABILITY"
253,HP:0000307,pointed chin,,2.0,"MED13L,INTELLECTUAL DISABILITY"
254,HP:0001626,abnormality of the cardiovascular system,,2.0,"MED13L,INTELLECTUAL DISABILITY"
255,HP:0007970,congenital ptosis,,1.0,"MED13L,INTELLECTUAL DISABILITY"
256,HP:0008598,mild conductive hearing impairment,,1.0,"MED13L,INTELLECTUAL DISABILITY"
257,HP:0002938,lumbar hyperlordosis,,1.0,"MED13L,INTELLECTUAL DISABILITY"
258,HP:0001257,spasticity,,1.0,"MED13L,INTELLECTUAL DISABILITY"
259,HP:0007874,almond-shaped palpebral fissure,,1.0,"MED13L,INTELLECTUAL DISABILITY"
260,HP:0000577,exotropia,,1.0,"MED13L,INTELLECTUAL DISABILITY"
261,HP:0025116,fetal distress,,1.0,"MED13L,INTELLECTUAL DISABILITY"
262,HP:0000826,precocious puberty,,1.0,"MED13L,INTELLECTUAL DISABILITY"
263,HP:0001833,long foot,,1.0,"MED13L,INTELLECTUAL DISABILITY"
264,HP:0040080,anteverted ears,,1.0,"MED13L,INTELLECTUAL DISABILITY"
265,HP:0100500,fibular deviation of toes,,1.0,"MED13L,INTELLECTUAL DISABILITY"
266,HP:0200040,epidermoid cyst,,1.0,"MED13L,INTELLECTUAL DISABILITY"
267,HP:0000232,everted lower lip vermilion,,1.0,"MED13L,INTELLECTUAL DISABILITY"
268,HP:0009919,retinoblastoma,,1.0,"MED13L,INTELLECTUAL DISABILITY"
269,HP:0003121,limb joint contracture,,1.0,"MED13L,INTELLECTUAL DISABILITY"
270,HP:0001548,overgrowth,,1.0,"MED13L,INTELLECTUAL DISABILITY"
271,HP:0002355,difficulty walking,,1.0,"MED13L,INTELLECTUAL DISABILITY"
272,HP:0002079,hypoplasia of the corpus callosum,,1.0,"MED13L,INTELLECTUAL DISABILITY"
273,HP:0031664,systolic heart murmur,,1.0,"MED13L,INTELLECTUAL DISABILITY"
274,HP:0030021,auricular tag,,1.0,"MED13L,INTELLECTUAL DISABILITY"
275,HP:0000391,thickened helices,,1.0,"MED13L,INTELLECTUAL DISABILITY"
276,HP:0005160,total anomalous pulmonary venous return,,1.0,"MED13L,INTELLECTUAL DISABILITY"
277,HP:0000395,prominent antihelix,,1.0,"MED13L,INTELLECTUAL DISABILITY"
278,HP:0002572,episodic vomiting,,1.0,"MED13L,INTELLECTUAL DISABILITY"
279,HP:0002136,broad-based gait,,1.0,"MED13L,INTELLECTUAL DISABILITY"
280,HP:0000400,macrotia,,1.0,"MED13L,INTELLECTUAL DISABILITY"
281,HP:0001845,overlapping toe,,1.0,"MED13L,INTELLECTUAL DISABILITY"
282,HP:0001622,premature birth,,1.0,"MED13L,INTELLECTUAL DISABILITY"
283,HP:0001562,oligohydramnios,,1.0,"MED13L,INTELLECTUAL DISABILITY"
284,HP:0001052,nevus flammeus,,1.0,"MED13L,INTELLECTUAL DISABILITY"
285,HP:0000405,conductive hearing impairment,,1.0,"MED13L,INTELLECTUAL DISABILITY"
286,HP:0000518,cataract,,1.0,"MED13L,INTELLECTUAL DISABILITY"
287,HP:0000998,hypertrichosis,,1.0,"MED13L,INTELLECTUAL DISABILITY"
288,HP:0200022,choroid plexus papilloma,,1.0,"MED13L,INTELLECTUAL DISABILITY"
289,HP:0005321,mandibulofacial dysostosis,,1.0,"MED13L,INTELLECTUAL DISABILITY"
290,HP:0001680,coarctation of aorta,,1.0,"MED13L,INTELLECTUAL DISABILITY"
291,HP:0002370,poor coordination,,1.0,"MED13L,INTELLECTUAL DISABILITY"
292,HP:0200048,cyanotic episode,,1.0,"MED13L,INTELLECTUAL DISABILITY"
293,HP:0002072,chorea,,1.0,"MED13L,INTELLECTUAL DISABILITY"
294,HP:0002098,respiratory distress,,1.0,"MED13L,INTELLECTUAL DISABILITY"
295,HP:0000110,renal dysplasia,,1.0,"MED13L,INTELLECTUAL DISABILITY"
296,HP:0004395,malnutrition,,1.0,"MED13L,INTELLECTUAL DISABILITY"
297,HP:0002269,abnormality of neuronal migration,,1.0,"MED13L,INTELLECTUAL DISABILITY"
298,HP:0002465,poor speech,,1.0,"MED13L,INTELLECTUAL DISABILITY"
299,HP:0002474,expressive language delay,,1.0,"MED13L,INTELLECTUAL DISABILITY"
300,HP:0002487,hyperkinetic movements,,1.0,"MED13L,INTELLECTUAL DISABILITY"
301,HP:0002557,hypoplastic nipples,,1.0,"MED13L,INTELLECTUAL DISABILITY"
302,HP:0002714,downturned corners of mouth,,1.0,"MED13L,INTELLECTUAL DISABILITY"
303,HP:0002788,recurrent upper respiratory tract infections,,1.0,"MED13L,INTELLECTUAL DISABILITY"
304,HP:0003477,peripheral axonal neuropathy,,1.0,"MED13L,INTELLECTUAL DISABILITY"
305,HP:0003781,excessive salivation,,1.0,"MED13L,INTELLECTUAL DISABILITY"
306,HP:0006184,decreased palmar creases,,1.0,"MED13L,INTELLECTUAL DISABILITY"
307,HP:0006579,prolonged neonatal jaundice,,1.0,"MED13L,INTELLECTUAL DISABILITY"
308,HP:0007074,thick corpus callosum,,1.0,"MED13L,INTELLECTUAL DISABILITY"
309,HP:0009765,low hanging columella,,1.0,"MED13L,INTELLECTUAL DISABILITY"
310,HP:0010747,medial flaring of the eyebrow,,1.0,"MED13L,INTELLECTUAL DISABILITY"
311,HP:0010761,broad columella,,1.0,"MED13L,INTELLECTUAL DISABILITY"
312,HP:0002187,"intellectual disability, profound",,1.0,"MED13L,INTELLECTUAL DISABILITY"
313,HP:0002090,pneumonia,,1.0,"MED13L,INTELLECTUAL DISABILITY"
314,HP:0000253,progressive microcephaly,,1.0,"MED13L,INTELLECTUAL DISABILITY"
315,HP:0000260,wide anterior fontanel,,1.0,"MED13L,INTELLECTUAL DISABILITY"
316,HP:0000389,chronic otitis media,,1.0,"MED13L,INTELLECTUAL DISABILITY"
317,HP:0000621,entropion,,1.0,"MED13L,INTELLECTUAL DISABILITY"
318,HP:0002059,cerebral atrophy,,1.0,"MED13L,INTELLECTUAL DISABILITY"
319,HP:0000752,hyperactivity,,1.0,"MED13L,INTELLECTUAL DISABILITY"
320,HP:0001195,single umbilical artery,,1.0,"MED13L,INTELLECTUAL DISABILITY"
321,HP:0001357,plagiocephaly,,1.0,"MED13L,INTELLECTUAL DISABILITY"
322,HP:0001407,hepatic cysts,,1.0,"MED13L,INTELLECTUAL DISABILITY"
323,HP:0001545,anteriorly placed anus,,1.0,"MED13L,INTELLECTUAL DISABILITY"
324,HP:0011220,prominent forehead,,1.0,"MED13L,INTELLECTUAL DISABILITY"
325,HP:0011230,laterally extended eyebrow,,1.0,"MED13L,INTELLECTUAL DISABILITY"
326,HP:0008052,retinal fold,,1.0,"MED13L,INTELLECTUAL DISABILITY"
327,HP:0001260,dysarthria,,1.0,"MED13L,INTELLECTUAL DISABILITY"
328,HP:0001273,abnormal corpus callosum morphology,,1.0,"MED13L,INTELLECTUAL DISABILITY"
329,HP:0001317,abnormal cerebellum morphology,,1.0,"MED13L,INTELLECTUAL DISABILITY"
330,HP:0001847,long hallux,,1.0,"MED13L,INTELLECTUAL DISABILITY"
331,HP:0004935,pulmonary artery atresia,,1.0,"MED13L,INTELLECTUAL DISABILITY"
332,HP:0006829,severe muscular hypotonia,,1.0,"MED13L,INTELLECTUAL DISABILITY"
333,HP:0008846,severe intrauterine growth retardation,,1.0,"MED13L,INTELLECTUAL DISABILITY"
334,HP:0430009,hypoplasia of eyelid,,1.0,"MED13L,INTELLECTUAL DISABILITY"
335,HP:0011003,high myopia,,1.0,"MED13L,INTELLECTUAL DISABILITY"
336,HP:0011097,epileptic spasms,,1.0,"MED13L,INTELLECTUAL DISABILITY"
337,HP:0032046,focal cortical dysplasia,,1.0,"MED13L,INTELLECTUAL DISABILITY"
338,HP:0500001,body odor,,1.0,"MED13L,INTELLECTUAL DISABILITY"
339,HP:0000319,smooth philtrum,,1.0,"MED13L,INTELLECTUAL DISABILITY"
340,HP:0000872,hashimoto thyroiditis,,1.0,"MED13L,INTELLECTUAL DISABILITY"
341,HP:0011219,short face,,1.0,"MED13L,INTELLECTUAL DISABILITY"
342,HP:0011412,ventouse delivery,,1.0,"MED13L,INTELLECTUAL DISABILITY"
343,HP:0100025,overfriendliness,,1.0,"MED13L,INTELLECTUAL DISABILITY"
344,HP:0012330,pyelonephritis,,1.0,"MED13L,INTELLECTUAL DISABILITY"
345,HP:0012382,left-to-right shunt,,1.0,"MED13L,INTELLECTUAL DISABILITY"
346,HP:0012569,delayed menarche,,1.0,"MED13L,INTELLECTUAL DISABILITY"
347,HP:0012741,unilateral cryptorchidism,,1.0,"MED13L,INTELLECTUAL DISABILITY"
348,HP:0040019,finger clinodactyly,,1.0,"MED13L,INTELLECTUAL DISABILITY"
349,HP:0045025,narrow palpebral fissure,,1.0,"MED13L,INTELLECTUAL DISABILITY"
350,HP:0100602,preeclampsia,,1.0,"MED13L,INTELLECTUAL DISABILITY"
351,HP:0010880,increased nuchal translucency,,1.0,"MED13L,INTELLECTUAL DISABILITY"
352,HP:0100702,arachnoid cyst,,1.0,"MED13L,INTELLECTUAL DISABILITY"
353,HP:0000964,eczema,,1.0,"MED13L,INTELLECTUAL DISABILITY"
354,HP:0001961,hypoplastic heart,,1.0,"MED13L,INTELLECTUAL DISABILITY"
355,HP:0009946,polydactyly affecting the 2nd finger,,1.0,"MED13L,INTELLECTUAL DISABILITY"
356,HP:0010490,abnormality of the palmar creases,,1.0,"MED13L,INTELLECTUAL DISABILITY"
357,HP:0011330,metopic synostosis,,1.0,"MED13L,INTELLECTUAL DISABILITY"
0,HP:0001263,global developmental delay,7.0,16.0,"POGZ,INTELLECTUAL DISABILITY"
1,HP:0011343,moderate global developmental delay,5.0,,"POGZ,INTELLECTUAL DISABILITY"
2,HP:0000750,delayed speech and language development,3.0,10.0,"POGZ,INTELLECTUAL DISABILITY"
3,HP:0000494,downslanted palpebral fissures,3.0,1.0,"POGZ,INTELLECTUAL DISABILITY"
4,HP:0000252,microcephaly,2.0,,"POGZ,INTELLECTUAL DISABILITY"
5,HP:0000369,low-set ears,2.0,1.0,"POGZ,INTELLECTUAL DISABILITY"
6,HP:0001488,bilateral ptosis,2.0,,"POGZ,INTELLECTUAL DISABILITY"
7,HP:0000545,myopia,2.0,2.0,"POGZ,INTELLECTUAL DISABILITY"
8,HP:0010044,short 4th metacarpal,1.0,,"POGZ,INTELLECTUAL DISABILITY"
9,HP:0000508,ptosis,1.0,,"POGZ,INTELLECTUAL DISABILITY"
10,HP:0007911,congenital bilateral ptosis,1.0,,"POGZ,INTELLECTUAL DISABILITY"
11,HP:0000649,abnormality of visual evoked potentials,1.0,,"POGZ,INTELLECTUAL DISABILITY"
12,HP:0000177,abnormality of upper lip,1.0,,"POGZ,INTELLECTUAL DISABILITY"
13,HP:0001187,hyperextensibility of the finger joints,1.0,,"POGZ,INTELLECTUAL DISABILITY"
14,HP:0001776,bilateral talipes equinovarus,1.0,,"POGZ,INTELLECTUAL DISABILITY"
15,HP:0001508,failure to thrive,1.0,2.0,"POGZ,INTELLECTUAL DISABILITY"
16,HP:0005490,postnatal macrocephaly,1.0,,"POGZ,INTELLECTUAL DISABILITY"
17,HP:0001283,bulbar palsy,1.0,,"POGZ,INTELLECTUAL DISABILITY"
18,HP:0010535,sleep apnea,1.0,1.0,"POGZ,INTELLECTUAL DISABILITY"
19,HP:0002213,fine hair,1.0,,"POGZ,INTELLECTUAL DISABILITY"
20,HP:0010055,broad hallux,1.0,1.0,"POGZ,INTELLECTUAL DISABILITY"
21,HP:0008598,mild conductive hearing impairment,1.0,,"POGZ,INTELLECTUAL DISABILITY"
22,HP:0000356,abnormality of the outer ear,1.0,0.3333333333333333,"POGZ,INTELLECTUAL DISABILITY"
23,HP:0009890,high anterior hairline,1.0,1.0,"POGZ,INTELLECTUAL DISABILITY"
24,HP:0002251,aganglionic megacolon,1.0,,"POGZ,INTELLECTUAL DISABILITY"
25,HP:0010047,short 5th metacarpal,1.0,,"POGZ,INTELLECTUAL DISABILITY"
26,HP:0000311,round face,1.0,,"POGZ,INTELLECTUAL DISABILITY"
27,HP:0100025,overfriendliness,1.0,,"POGZ,INTELLECTUAL DISABILITY"
28,HP:0006094,finger joint hypermobility,1.0,,"POGZ,INTELLECTUAL DISABILITY"
29,HP:0002216,premature graying of hair,1.0,,"POGZ,INTELLECTUAL DISABILITY"
30,HP:0011276,vascular skin abnormality,1.0,,"POGZ,INTELLECTUAL DISABILITY"
31,HP:0007984,electronegative electroretinogram,1.0,,"POGZ,INTELLECTUAL DISABILITY"
32,HP:0005216,impaired mastication,1.0,,"POGZ,INTELLECTUAL DISABILITY"
33,HP:0100326,immunologic hypersensitivity,1.0,,"POGZ,INTELLECTUAL DISABILITY"
34,HP:0004214,curved phalanges of the 5th finger,1.0,,"POGZ,INTELLECTUAL DISABILITY"
35,HP:0002173,hypoglycemic seizures,1.0,,"POGZ,INTELLECTUAL DISABILITY"
36,HP:0007010,poor fine motor coordination,1.0,,"POGZ,INTELLECTUAL DISABILITY"
37,HP:0001611,nasal speech,1.0,,"POGZ,INTELLECTUAL DISABILITY"
38,HP:0002263,exaggerated cupid's bow,1.0,,"POGZ,INTELLECTUAL DISABILITY"
39,HP:0001651,dextrocardia,1.0,,"POGZ,INTELLECTUAL DISABILITY"
40,HP:0000654,decreased light- and dark-adapted electroretinogram amplitude,1.0,,"POGZ,INTELLECTUAL DISABILITY"
41,HP:0006829,severe muscular hypotonia,1.0,,"POGZ,INTELLECTUAL DISABILITY"
42,HP:0006863,severe expressive language delay,1.0,,"POGZ,INTELLECTUAL DISABILITY"
43,HP:0100038,slow-growing scalp hair,1.0,,"POGZ,INTELLECTUAL DISABILITY"
44,HP:0001513,obesity,1.0,9.0,"POGZ,INTELLECTUAL DISABILITY"
45,HP:0009836,broad distal phalanx of finger,1.0,,"POGZ,INTELLECTUAL DISABILITY"
46,HP:0010465,precocious puberty in females,1.0,,"POGZ,INTELLECTUAL DISABILITY"
47,HP:0000483,astigmatism,1.0,3.0,"POGZ,INTELLECTUAL DISABILITY"
48,HP:0000324,facial asymmetry,1.0,,"POGZ,INTELLECTUAL DISABILITY"
49,HP:0000293,full cheeks,1.0,,"POGZ,INTELLECTUAL DISABILITY"
50,HP:0000733,stereotypy,1.0,2.0,"POGZ,INTELLECTUAL DISABILITY"
51,HP:0002871,central apnea,1.0,,"POGZ,INTELLECTUAL DISABILITY"
52,HP:0001249,intellectual disability,1.0,116.0,"POGZ,INTELLECTUAL DISABILITY"
