name	HPO.term	HPO.label	HPO.level	gene	disease.name	literature_model	ddd_model	OV	OVG
4675	HP:0002102	Pleuritis	6						
4676	HP:0032016	Abnormal sputum	4						
4677	HP:0002105	Hemoptysis	5						
4678	HP:0002149	Hyperuricemia	6	ADNP	MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:0x		LIT	LIT:0x
4679	HP:0002156	Homocystinuria	10						
4680	HP:0002202	Pleural effusion	6	GATA3;LZTR1	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE;NOONAN SYNDROME 10	LIT:76x;LIT:67x		LIT	LIT:76x;LIT:67x
4681	HP:0002239	Gastrointestinal hemorrhage	6						
4682	HP:0002248	Hematemesis	7	KMT2D	KABUKI SYNDROME	LIT:38x		LIT	LIT:38x
4683	HP:0002249	Melena	7						
4684	HP:0025085	Bloody diarrhea	6						
4685	HP:0002344	Progressive neurologic deterioration	7	DNM1L;KIF1A;CACNA1A	DNM1L-related developmental disorder (monoallelic);NESCAV SYNDROME;EPILEPTIC ENCEPHALOPATHY	LIT:66x;LIT:36x;LIT:8x		LIT	LIT:66x;LIT:36x;LIT:8x
4686	HP:0032894	Seizure precipitated by febrile infection	6						
4687	HP:0002373	Febrile seizure (within the age range of 3 months to 6 years)	7	ATP6V1A;LZTR1;WDR45;TCF20;SYNGAP1;STXBP1;SMC1A;SETD5;SCN2A;POGZ;MED13L;MECP2;KCNQ2;FOXP1;EFTUD2;DYRK1A;CACNA1A;AUTS2;ASXL3;ARID1B;ANKRD11	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 3;NOONAN SYNDROME 10;NEURODEGENERATION WITH BRAIN IRON ACCUMULATION;TCF20 syndrome;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 5;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4;EPILEPTIC ENCEPHALOPATHY;CORNELIA DE LANGE SYNDROME TYPE 2;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;BENIGN FAMILIAL NEONATAL INFANTILE SEIZURES;INFANTILE EPILEPTIC ENCEPHALOPATHY;NONSPECIFIC SEVERE ID;INTELLECTUAL DISABILITY;MENTAL RETARDATION SYNDROMIC X-LINKED TYPE 13;RETT SYNDROME (RTT)[;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 7;BENIGN NEONATAL EPILEPSY TYPE 1;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7;SYNDROMIC INTELLECTUAL DISABILITY;BAINBRIDGE-ROPERS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 12;KBG SYNDROME	LIT:70x;LIT:67x;LIT:65x;LIT:58x;LIT:57x;LIT:55x;LIT:54x;LIT:52x;LIT:51x;LIT:50x;LIT:49x;LIT:43x;LIT:42x;LIT:33x;LIT:32x;LIT:19x;LIT:18x;LIT:8x;LIT:7x;LIT:4x;LIT:2x	DDD:61x;DDD:58x;DDD:52x;DDD:51x;DDD:50x;DDD:49x;DDD:41x;DDD:40x;DDD:22x;DDD:19x;DDD:18x;DDD:3x	LIT;DDD	LIT:70x;LIT:67x;LIT:65x;LIT:58x;LIT:57x;LIT:55x;LIT:54x;LIT:52x;LIT:51x;LIT:50x;LIT:49x;LIT:43x;LIT:42x;LIT:33x;LIT:32x;LIT:19x;LIT:18x;LIT:8x;LIT:7x;LIT:4x;LIT:2x;DDD:61x;DDD:58x;DDD:52x;DDD:51x;DDD:50x;DDD:49x;DDD:41x;DDD:40x;DDD:22x;DDD:19x;DDD:18x;DDD:3x
4688	HP:0002503	Spinocerebellar tract degeneration	7						
4689	HP:0002573	Hematochezia	7						
4690	HP:0002584	Intestinal bleeding	7						
4691	HP:0002607	Bowel incontinence	5	PPP2R5D;MED13L;KIF1A;AHDC1	INTELLECTUAL DISABILITY;NESCAV SYNDROME;XIA-GIBBS SYNDROME	LIT:36x;LIT:1x	DDD:44x;DDD:42x	LIT;DDD	LIT:36x;LIT:1x;DDD:44x;DDD:42x
4692	HP:0030972	Abnormal systemic blood pressure	4						
4693	HP:0002633	Vasculitis	6						
4694	HP:0002651	Spondyloepimetaphyseal dysplasia	6						
4695	HP:0002653	Bone pain	5	TBL1XR1	Pierpont syndrome;Intellectual disability with autism spectrum disorder		DDD:60x;DDD:59x	DDD	DDD:60x;DDD:59x
4696	HP:0002721	Immunodeficiency	4	GATA3;TCF4;POGZ;KMT2D;KMT2A;KAT6A	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE;PITT-HOPKINS SYNDROME;INTELLECTUAL DISABILITY;KABUKI SYNDROME;WIEDEMANN-STEINER SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32	LIT:76x;LIT:62x;LIT:43x;LIT:38x;LIT:37x;LIT:29x		LIT	LIT:76x;LIT:62x;LIT:43x;LIT:38x;LIT:37x;LIT:29x
4697	HP:0002725	Systemic lupus erythematosus	5	SRCAP	FLOATING-HARBOR SYNDROME	LIT:56x		LIT	LIT:56x
4698	HP:0002812	Coxa vara	11	KAT6B	GENITOPATELLAR SYNDROME	LIT:30x		LIT	LIT:30x
4699	HP:0002829	Arthralgia	4						
4700	HP:0002840	Lymphadenitis	6						
4701	HP:0002912	Methylmalonic acidemia	7						
4702	HP:0002970	Genu varum	10						
4703	HP:0002983	Micromelia	8						
4704	HP:0003003	Colon cancer	9						
4705	HP:0030976	Abnormal factor VIII activity	6						
4706	HP:0003125	Reduced factor VIII activity	7						
4707	HP:0003187	Breast hypoplasia	5	DYRK1A	MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7	LIT:18x		LIT	LIT:18x
4708	HP:0003231	Hypertyrosinemia	9						
4709	HP:0003401	Paresthesia	7	GATA3;KCNQ2	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE;BENIGN NEONATAL EPILEPSY TYPE 1	LIT:76x;LIT:32x		LIT	LIT:76x;LIT:32x
4710	HP:0003510	Severe short stature	6	GATA3;ZC4H2;USP9X;WDR37;LZTR1;DNM1L;TRIO;TBL1XR1;SRCAP;SMC1A;SLC6A1;SETD5;SATB2;PTPN11;MECP2;KMT2D;KMT2A;KDM5B;KAT6B;IQSEC2;HDAC8;EP300;DYRK1A;DYNC1H1;DDX3X;CREBBP;CHD7;AUTS2;ASXL3;ANKRD11;AHDC1	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE;ARTHROGRYPOSIS MULTIPLEX CONGENITA AND INTELLECTUAL DISABILITY;MENTAL RETARDATION, X-LINKED 99; MRX99;SYNDROMIC INTELLECTUAL DISABILITY;NOONAN SYNDROME 10;DNM1L-related developmental disorder (monoallelic);INTELLECTUAL DISABILITY;Pierpont syndrome;FLOATING-HARBOR SYNDROME;EPILEPTIC ENCEPHALOPATHY;CORNELIA DE LANGE SYNDROME TYPE 2;EPILEPSY WITH MYOCLONIC-ATONIC SEIZURES;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;GLASS SYNDROME;NOONAN SYNDROME 1;LEOPARD SYNDROME TYPE 1;RETT SYNDROME (RTT)[;KABUKI SYNDROME;WIEDEMANN-STEINER SYNDROME;Autism;GENITOPATELLAR SYNDROME;MENTAL RETARDATION X-LINKED TYPE 1;Cornelia de Lange Syndrome HDAC8 X-linked dominant;RUBINSTEIN-TAYBI SYNDROME TYPE 2;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7;SEVERE ID WITH NEURONAL MIGRATION DISORDER;SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, AD;RUBINSTEIN-TAYBI SYNDROME TYPE 1;CHARGE SYNDROME;BAINBRIDGE-ROPERS SYNDROME;KBG SYNDROME;XIA-GIBBS SYNDROME	LIT:76x;LIT:74x;LIT:73x;LIT:68x;LIT:67x;LIT:66x;LIT:63x;LIT:60x;LIT:56x;LIT:55x;LIT:54x;LIT:53x;LIT:52x;LIT:48x;LIT:46x;LIT:45x;LIT:40x;LIT:38x;LIT:37x;LIT:34x;LIT:30x;LIT:28x;LIT:26x;LIT:21x;LIT:18x;LIT:14x;LIT:10x;LIT:7x;LIT:4x;LIT:2x;LIT:1x	DDD:56x;DDD:52x;DDD:37x;DDD:17x;DDD:16x;DDD:11x	LIT;DDD	LIT:76x;LIT:74x;LIT:73x;LIT:68x;LIT:67x;LIT:66x;LIT:63x;LIT:60x;LIT:56x;LIT:55x;LIT:54x;LIT:53x;LIT:52x;LIT:48x;LIT:46x;LIT:45x;LIT:40x;LIT:38x;LIT:37x;LIT:34x;LIT:30x;LIT:28x;LIT:26x;LIT:21x;LIT:18x;LIT:14x;LIT:10x;LIT:7x;LIT:4x;LIT:2x;LIT:1x;DDD:56x;DDD:52x;DDD:37x;DDD:17x;DDD:16x;DDD:11x
4711	HP:0003521	Disproportionate short-trunk short stature	6	FOXP1	MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES		DDD:22x	DDD	DDD:22x
4712	HP:0003677	Slow progression	3						
4713	HP:0003826	Stillbirth	4	PTPN11	NOONAN SYNDROME 1	LIT:46x		LIT	LIT:46x
4714	HP:0005387	Combined immunodeficiency	5						
4715	HP:0004430	Severe combined immunodeficiency	6						
4716	HP:0005339	Abnormality of complement system	5						
4717	HP:0004431	Complement deficiency	6						
4718	HP:0004566	Pear-shaped vertebrae	9						
4719	HP:0004789	Lactose intolerance	7	TRIP12;TCF20;PTPN11	TRIP12-related intellectual disability with/without autism spectrum disorder;TCF20 syndrome;NOONAN SYNDROME 1;LEOPARD SYNDROME TYPE 1	LIT:64x;LIT:61x	DDD:46x;DDD:45x	LIT;DDD	LIT:64x;LIT:61x;DDD:46x;DDD:45x
4720	HP:0012234	Agranulocytosis	10						
4721	HP:0005541	Congenital agranulocytosis	11						
4722	HP:0005832	Dysharmonic delayed bone age	7	EHMT1	Kleefstra syndrome		DDD:20x	DDD	DDD:20x
4723	HP:0200000	Dysharmonic bone age	6						
4724	HP:0012115	Hepatitis	6						
4725	HP:0007313	Cerebral degeneration	9						
4726	HP:0008734	Decreased testicular size	10	POGZ;MECP2;KAT6A;CTNNB1	INTELLECTUAL DISABILITY;RETT SYNDROME (RTT)[;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19	LIT:43x;LIT:40x;LIT:29x;LIT:12x		LIT	LIT:43x;LIT:40x;LIT:29x;LIT:12x
4727	HP:0010468	Aplasia/Hypoplasia of the testes	9						
4728	HP:0009125	Lipodystrophy	5	SRCAP	FLOATING-HARBOR SYNDROME	LIT:56x		LIT	LIT:56x
4729	HP:0009473	Joint contracture of the hand	9	WDR45;PURA	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION;INTELLECTUAL DISABILITY		DDD:65x;DDD:47x	DDD	DDD:65x;DDD:47x
4730	HP:0009763	Limb pain	5						
4731	HP:0008609	Morphological abnormality of the middle ear	5	EFTUD2;CHD7	MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;CHARGE SYNDROME	LIT:19x;LIT:10x		LIT	LIT:19x;LIT:10x
4732	HP:0009797	Cholesteatoma	6	AHDC1	XIA-GIBBS SYNDROME	LIT:1x		LIT	LIT:1x
4733	HP:0100799	Neoplasm of the middle ear	5						
4734	HP:0010884	Acromelia	7						
4735	HP:0010885	Avascular necrosis	5						
4736	HP:0011002	Osteopetrosis	9	ATP6V1A	EPILEPTIC ENCEPHALOPATHY, INFANTILE OR EARLY CHILDHOOD, 3	LIT:70x		LIT	LIT:70x
4737	HP:0100765	Abnormality of the tonsils	5						
4738	HP:0011110	Tonsillitis	6						
4739	HP:0011147	Typical absence seizure	7	GATA3;WDR45;TRIP12;SYNGAP1;STXBP1;SLC6A1;SCN2A;PURA;PPP2R5D;KMT2A;KCNQ2;KAT6A;IQSEC2;HDAC8;DDX3X;CHD7;CACNA1A;AUTS2;ANKRD11	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE;NEURODEGENERATION WITH BRAIN IRON ACCUMULATION;TRIP12-related intellectual disability with/without autism spectrum disorder;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 5;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4;EPILEPSY WITH MYOCLONIC-ATONIC SEIZURES;INFANTILE EPILEPTIC ENCEPHALOPATHY;NONSPECIFIC SEVERE ID;INTELLECTUAL DISABILITY;WIEDEMANN-STEINER SYNDROME;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 7;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;MENTAL RETARDATION X-LINKED TYPE 1;Cornelia de Lange Syndrome HDAC8 X-linked dominant;MENTAL RETARDATION, X-LINKED 102;CHARGE SYNDROME;EPILEPTIC ENCEPHALOPATHY;SYNDROMIC INTELLECTUAL DISABILITY;KBG SYNDROME	LIT:76x;LIT:65x;LIT:64x;LIT:58x;LIT:57x;LIT:53x;LIT:50x;LIT:49x;LIT:47x;LIT:44x;LIT:37x;LIT:33x;LIT:29x;LIT:28x;LIT:26x;LIT:15x;LIT:13x;LIT:10x;LIT:8x;LIT:7x;LIT:2x	DDD:53x	LIT;DDD	LIT:76x;LIT:65x;LIT:64x;LIT:58x;LIT:57x;LIT:53x;LIT:50x;LIT:49x;LIT:47x;LIT:44x;LIT:37x;LIT:33x;LIT:29x;LIT:28x;LIT:26x;LIT:15x;LIT:13x;LIT:10x;LIT:8x;LIT:7x;LIT:2x;DDD:53x
4740	HP:0011220	Prominent forehead	6	CAMK2G;WDR37;TRIP12;TCF20;SMC1A;SETD5;PURA;PTPN11;PPP2R5D;MED13L;KMT2D;KMT2A;KDM5B;FOXP1;EHMT1;EFTUD2;CREBBP;CDK13;CACNA1A;ASXL3;ANKRD11;AHDC1;ADNP	INTELLECTUAL DEVELOPMENTAL DISORDER 59;SYNDROMIC INTELLECTUAL DISABILITY;TRIP12-related intellectual disability with/without autism spectrum disorder;TCF20 syndrome;EPILEPTIC ENCEPHALOPATHY;CORNELIA DE LANGE SYNDROME TYPE 2;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;INTELLECTUAL DISABILITY;NOONAN SYNDROME 1;LEOPARD SYNDROME TYPE 1;KABUKI SYNDROME;WIEDEMANN-STEINER SYNDROME;Autism;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;Kleefstra syndrome;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;RUBINSTEIN-TAYBI SYNDROME TYPE 1;Syndromic INTELLECTUAL DISABILITY with or without congenital heart disease;BAINBRIDGE-ROPERS SYNDROME;KBG SYNDROME;XIA-GIBBS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:75x;LIT:68x;LIT:64x;LIT:61x;LIT:55x;LIT:52x;LIT:47x;LIT:45x;LIT:42x;LIT:38x;LIT:37x;LIT:34x;LIT:22x;LIT:4x;LIT:2x;LIT:1x;LIT:0x	DDD:55x;DDD:54x;DDD:46x;DDD:45x;DDD:44x;DDD:22x;DDD:20x;DDD:19x;DDD:11x;DDD:9x;DDD:8x;DDD:4x;DDD:2x;DDD:1x;DDD:0x	LIT;DDD	LIT:75x;LIT:68x;LIT:64x;LIT:61x;LIT:55x;LIT:52x;LIT:47x;LIT:45x;LIT:42x;LIT:38x;LIT:37x;LIT:34x;LIT:22x;LIT:4x;LIT:2x;LIT:1x;LIT:0x;DDD:55x;DDD:54x;DDD:46x;DDD:45x;DDD:44x;DDD:22x;DDD:20x;DDD:19x;DDD:11x;DDD:9x;DDD:8x;DDD:4x;DDD:2x;DDD:1x;DDD:0x
4741	HP:0100021	Cerebral palsy	5	ZC4H2;PURA;PTPN11;KMT2A;KAT6B;IQSEC2;EFTUD2;DYNC1H1;CTNNB1;CACNA1A;AUTS2;ANKRD11;AHDC1;ADNP	ARTHROGRYPOSIS MULTIPLEX CONGENITA AND INTELLECTUAL DISABILITY;INTELLECTUAL DISABILITY;LEOPARD SYNDROME TYPE 1;WIEDEMANN-STEINER SYNDROME;SAY-BARBER-BIESECKER-YOUNG-SIMPSON SYNDROME;MENTAL RETARDATION X-LINKED TYPE 1;MANDIBULOFACIAL DYSOSTOSIS WITH MICROCEPHALY;SEVERE ID WITH NEURONAL MIGRATION DISORDER;SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, AD;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19;EPILEPTIC ENCEPHALOPATHY;SYNDROMIC INTELLECTUAL DISABILITY;KBG SYNDROME;XIA-GIBBS SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:74x;LIT:47x;LIT:45x;LIT:37x;LIT:31x;LIT:28x;LIT:19x;LIT:12x;LIT:8x;LIT:7x;LIT:1x;LIT:0x	DDD:37x;DDD:17x;DDD:16x;DDD:12x;DDD:2x	LIT;DDD	LIT:74x;LIT:47x;LIT:45x;LIT:37x;LIT:31x;LIT:28x;LIT:19x;LIT:12x;LIT:8x;LIT:7x;LIT:1x;LIT:0x;DDD:37x;DDD:17x;DDD:16x;DDD:12x;DDD:2x
4742	HP:0100033	Tics	6	PPP2R5D	INTELLECTUAL DISABILITY		DDD:44x	DDD	DDD:44x
4743	HP:0100034	Motor tics	7						
4744	HP:0100035	Phonic tics	7	KMT2A	WIEDEMANN-STEINER SYNDROME	LIT:37x		LIT	LIT:37x
4745	HP:0100255	Metaphyseal dysplasia	8	KMT2D;KMT2A;ANKRD11	KABUKI SYNDROME;WIEDEMANN-STEINER SYNDROME;KBG SYNDROME	LIT:38x;LIT:37x;LIT:2x		LIT	LIT:38x;LIT:37x;LIT:2x
4746	HP:0100502	Vitamin B12 deficiency	8						
4747	HP:0100512	Low levels of vitamin D	6	GATA3	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE	LIT:76x		LIT	LIT:76x
4748	HP:0100598	Pulmonary edema	6	WDR37;DNM1L;KAT6B	SYNDROMIC INTELLECTUAL DISABILITY;DNM1L-related developmental disorder (monoallelic);GENITOPATELLAR SYNDROME	LIT:68x;LIT:66x;LIT:30x		LIT	LIT:68x;LIT:66x;LIT:30x
4749	HP:0100614	Myositis	6						
4750	HP:0100774	Hyperostosis	5	AHDC1	XIA-GIBBS SYNDROME	LIT:1x		LIT	LIT:1x
4751	HP:0100786	Hypersomnia	6	SLC6A1;SCN2A;POGZ;ASXL3	EPILEPSY WITH MYOCLONIC-ATONIC SEIZURES;BENIGN FAMILIAL NEONATAL INFANTILE SEIZURES;INFANTILE EPILEPTIC ENCEPHALOPATHY;INTELLECTUAL DISABILITY;BAINBRIDGE-ROPERS SYNDROME	LIT:53x;LIT:51x;LIT:50x;LIT:43x;LIT:4x		LIT	LIT:53x;LIT:51x;LIT:50x;LIT:43x;LIT:4x
4752	HP:0100806	Sepsis	4						
4753	HP:0100845	Anaphylactic shock	5						
4754	HP:0100963	Hyperesthesia	7	AUTS2	SYNDROMIC INTELLECTUAL DISABILITY	LIT:7x		LIT	LIT:7x
4755	HP:0025068	Incomitant strabismus	7						
4756	HP:0020041	Double elevator palsy	8						
4757	HP:0020042	Double depressor palsy	8						
4758	HP:0020043	Vertical incomitant strabismus	8						
4759	HP:0020044	Horizontal incomitant strabismus	8						
4760	HP:0020046	Accommodative esotropia	9						
4761	HP:0020047	Abnormal myeloid cell morphology	3						
4762	HP:0020048	Reduced bone-marrow pro-B cell count	4						
4763	HP:0020050	Anti-granulocyte-macrophage colony stimulating factor antibody positivity	6						
4764	HP:0010920	Zonular cataract	7						
4765	HP:0025559	Coronary cataract	8						
4766	HP:0025560	Anterior chamber cells	6						
4767	HP:0025561	Anterior chamber cells grade 1+	7						
4768	HP:0025563	Anterior chamber cells grade 0	7						
4769	HP:0025564	Anterior chamber cells grade 2+	7						
4770	HP:0025565	Anterior chamber cells grade 3+	7						
4771	HP:0025566	Anterior chamber cells grade 4+	7						
4772	HP:0025567	Central serous chorioretinopathy	8						
4773	HP:0025568	Abnormal morphology of the choroidal vasculature	7						
4774	HP:0025569	Polypoidal choroidal vasculopathy	8						
4775	HP:0025570	Choroidal vascular hyperpermeability	8						
4776	HP:0025573	Mild myopia	6	PTPN11;POGZ;EP300	NOONAN SYNDROME 1;INTELLECTUAL DISABILITY;RUBINSTEIN-TAYBI SYNDROME TYPE 2	LIT:46x;LIT:43x;LIT:21x		LIT	LIT:46x;LIT:43x;LIT:21x
4777	HP:0025574	Macular hemorrhage	8						
4778	HP:0025578	Aortic valve prolapse	7	TBL1XR1	Pierpont syndrome	LIT:60x		LIT	LIT:60x
4779	HP:0025581	Foveal hemorrhage	9						
4780	HP:0025582	Submacular hemorrhage	9						
4781	HP:0025243	Subretinal hemorrhage	8						
4782	HP:0025583	Tapetal-like fundal reflex	6						
4783	HP:0025584	Hypotropia	8						
4784	HP:0025588	Hypodeviation	7						
4785	HP:0025585	Hyperphoria	8						
4786	HP:0025587	Hyperdeviation	7						
4787	HP:0025586	Hypertropia	8						
4788	HP:0025589	Cyclodeviation	7						
4789	HP:0025590	Abnormal extraocular muscle physiology	4						
4790	HP:0031739	Abnormal oblique muscle physiology	5						
4791	HP:0025591	Abnormal superior oblique muscle physiology	6						
4792	HP:0025592	Superior oblique muscle weakness	7						
4793	HP:0025593	Superior oblique muscle restriction	8						
4794	HP:0025594	Superior oblique muscle overaction	7						
4795	HP:0025595	Superior oblique muscle underaction	8						
4796	HP:0025596	Abnormal inferior oblique muscle physiology	6						
4797	HP:0025598	Inferior oblique muscle weakness	7						
4798	HP:0025597	Inferior oblique muscle restriction	8						
4799	HP:0025599	Inferior oblique muscle overaction	7						
4800	HP:0031748	Abnormal vertical rectus muscle physiology	6						
4801	HP:0025600	Abnormal inferior rectus muscle physiology	7						
4802	HP:0025601	Inferior rectus muscle weakness	8						
4803	HP:0025602	Inferior rectus muscle restriction	9						
4804	HP:0025603	Abnormal superior rectus muscle physiology	7						
4805	HP:0025604	Orbital schwannoma	5						
4806	HP:0031785	Abnormal eyelid movement	9						
4807	HP:0025605	Lid lag on downgaze	10						
4808	HP:0031740	Abnormal horizontal rectus muscle physiology	6						
4809	HP:0025606	Abnormal medial rectus muscle physiology	7						
4810	HP:0025607	Upper eyelid entropion	10						
4811	HP:0025608	Cicatricial ectropion	10						
4812	HP:0025609	Anterior blepharitis	10						
4813	HP:0025610	Posterior blepharitis	10						
4814	HP:0025611	Epicanthus superciliaris	10						
4815	HP:0025612	Corneal astigmatism	8						
4816	HP:0031611	Sub-inner limiting membrane hemorrhage	8						
4817	HP:0031613	Inferior chorioretinal coloboma	9						
4818	HP:0031614	Inferior retinal coloboma	8						
4819	HP:0031615	Hypopyon	6						
4820	HP:0031616	Anterior chamber flare	6						
4821	HP:0031618	Anterior chamber flare grade 1+	7						
4822	HP:0031619	Anterior chamber flare grade 2+	7						
4823	HP:0031620	Anterior chamber flare grade 3+	7						
4824	HP:0031621	Anterior chamber flare grade 4+	7						
4825	HP:0031622	Brown anomaly	8						
4826	HP:0031623	Brow ptosis	9						
4827	HP:0031624	Moderate myopia	6	DDX3X	MENTAL RETARDATION, X-LINKED 102	LIT:15x;LIT:13x		LIT	LIT:15x;LIT:13x
4828	HP:0031625	Pseudoaneurysm	7						
4829	HP:0031626	Coronary ostial atresia	9						
4830	HP:0031627	Globus pallidus calcification	11						
4831	HP:0031628	Aborted sudden cardiac death	7						
4832	HP:0031629	Impaired tandem gait	6						
4833	HP:0031630	Abnormal subpleural morphology	5						
4834	HP:0031631	Subpleural honeycombing	6						
4835	HP:0031632	Anomalous origin of the right subclavian artery from the descending aorta	8						
4836	HP:0031633	Isolation of the left subclavian artery	8						
4837	HP:0430021	Abnormal common carotid artery morphology	8						
4838	HP:0031634	Anomalous origin of the left common carotid artery from the main pulmonary artery	9						
4839	HP:0031635	Anomalous origin of the left common carotid artery from the brachiocephalic artery	9						
4840	HP:0031636	Anomalous origin of the right common carotid artery from the aorta	9						
4841	HP:0031637	Right coronary artery ostial atresia	10						
4842	HP:0011637	Anomalous origin of coronary artery from the pulmonary artery	9						
4843	HP:0031638	Anomalous origin of the left anterior descending artery from the pulmonary artery	10						
4844	HP:0031639	Absent left main coronary artery	9						
4845	HP:0031640	Abnormal radial artery morphology	7						
4846	HP:0004970	Ascending tubular aorta aneurysm	10	KAT6B	GENITOPATELLAR SYNDROME	LIT:30x		LIT	LIT:30x
4847	HP:0031643	Fusiform ascending tubular aorta aneurysm	11						
4848	HP:0005112	Abdominal aortic aneurysm	9	AHDC1	XIA-GIBBS SYNDROME	LIT:1x		LIT	LIT:1x
4849	HP:0031644	Fusiform abdominal aortic aneurysm	10						
4850	HP:0031645	Saccular abdominal aortic aneurysm	10						
4851	HP:0005113	Aortic arch aneurysm	10						
4852	HP:0031646	Fusiform aortic arch aneurysm	11						
4853	HP:0031647	Saccular aortic arch aneurysm	11						
4854	HP:0031648	Penetrating aortic ulcer	8						
4855	HP:0031649	Aortic rupture	8						
4856	HP:0031650	Abnormal atrioventricular valve physiology	5						
4857	HP:0031655	Quadricuspid aortic valve	8						
4858	HP:0031656	Systolic anterior motion of the mitral valve	7	PTPN11	LEOPARD SYNDROME TYPE 1	LIT:45x		LIT	LIT:45x
4859	HP:0031657	Abnormal heart sound	4						
4860	HP:0033113	Gallop rhythm	5						
4861	HP:0031658	Third heart sound	6	STXBP1;SATB2;CHD7	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4;GLASS SYNDROME;CHARGE SYNDROME	LIT:57x;LIT:48x;LIT:10x		LIT	LIT:57x;LIT:48x;LIT:10x
4862	HP:0031659	Fourth heart sound	6						
4863	HP:0031660	Loud first heart sound	5						
4864	HP:0031661	Abnormal second heart sound	5						
4865	HP:0031662	Fixed splitting of the second heart sound	6						
4866	HP:0031663	Paradoxical splitting of the second heart sound	6						
4867	HP:0030148	Heart murmur	5	WDR37;LZTR1;SETD5;PTPN11;KMT2A;EHMT1;DDX3X	SYNDROMIC INTELLECTUAL DISABILITY;NOONAN SYNDROME 10;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;NOONAN SYNDROME 1;LEOPARD SYNDROME TYPE 1;WIEDEMANN-STEINER SYNDROME;Kleefstra syndrome;MENTAL RETARDATION, X-LINKED 102	LIT:68x;LIT:67x;LIT:52x;LIT:46x;LIT:45x;LIT:37x;LIT:20x;LIT:15x;LIT:13x		LIT	LIT:68x;LIT:67x;LIT:52x;LIT:46x;LIT:45x;LIT:37x;LIT:20x;LIT:15x;LIT:13x
4868	HP:0031664	Systolic heart murmur	6	PTPN11;MED13L;FOXP1	NOONAN SYNDROME 1;LEOPARD SYNDROME TYPE 1;INTELLECTUAL DISABILITY;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES	LIT:46x;LIT:45x;LIT:42x;LIT:22x		LIT	LIT:46x;LIT:45x;LIT:42x;LIT:22x
4869	HP:0031665	Midsystolic murmur	7						
4870	HP:0031666	Late systolic murmur	7						
4871	HP:0031667	Holosystolic murmur	7	SMC1A;SETD5;DDX3X	CORNELIA DE LANGE SYNDROME TYPE 2;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;MENTAL RETARDATION, X-LINKED 102	LIT:54x;LIT:52x;LIT:15x;LIT:13x		LIT	LIT:54x;LIT:52x;LIT:15x;LIT:13x
4872	HP:0031668	Diastolic heart murmur	6						
4873	HP:0031669	Middiastolic murmur	7						
4874	HP:0031670	Continuous heart murmur	6						
